Ticker,Description,Last,Change %,Change,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Yearly Performance,Country,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Dividends Paid (FY),Dividends per Share (FY),Dividends Yield (FY),EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Gap %,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Money Flow (14),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Shares Float,Total Assets (MRQ),Total Current Assets (MRQ),Total Debt (MRQ),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ)
V,Visa Inc.,208.355,-3.59291135,-7.765,23118036,4816758391,4.37E+11,35.33140136,6.0528,21500,Finance,-1.48699764,United States,1.39519604,0.57799635,-2798000000,1.28,0.7194935,17721000000,29.5737,4.75E+11,-0.75883768,16555000000,76.70055344,18331000000,5546000000,Finance/Rental/Leasing,24105000000,61.07910621,3680000000,12008000000,50.39839856,66.39714252,12.77489336,13.6912,41.5709,17.66724183,18.92363576,1.39519604,15.81719072,34.76236243,22.80619177,1121162.791,1652917362,81929000000,25906000000,20920000000,45307000000,45735000000,24105000000,2096813196
KO,Coca-Cola Company (The),62.58,0.54627249,0.34,46274990,2895888874,2.70E+11,27.72941281,2.2645,79000,Consumer Non-Durables,25.31037245,United States,1.13007519,1.76677393,-7252000000,1.68,2.8191574,13279000000,23.7854,2.91E+11,-0.16066838,19363000000,59.9545525,23218000000,5379000000,Beverages: Non-Alcoholic,38726000000,73.20520735,31297000000,9771000000,25.23111088,27.67133192,11.74006006,11.1345,64.1466,7.00777798,6.99649331,0.95894737,10.7580512,46.20076599,15.88780488,490202.5316,4292110080,94354000000,22545000000,43922000000,69494000000,69494000000,38726000000,4320000000
MDT,Medtronic plc.,107.46,2.35260501,2.47,14513699,1559642095,1.44E+11,29.29206708,3.6538,90000,Health Technology,-6.77539689,Ireland,2.61039543,0.47720676,-3120000000,2.32,2.3688664,9784000000,23.4351,1.53E+11,-0.37146395,41346000000,70.55214724,17979000000,5335000000,Medical Specialties,30117000000,42.03928739,13934000000,3606000000,15.4601227,22.277804,2.78299251,2.6352,100.434,4.51926739,4.78263174,2.10473843,5.19796482,9.51403679,6.37800794,334633.3333,1340679661,91804000000,23303000000,25155000000,41481000000,39092000000,30117000000,1342570000
NKE,"Nike, Inc.",134.38,-1.58916148,-2.17,17004607,2285079089,2.12E+11,35.57140235,3.9035,73300,Consumer Non-Durables,1.77219025,United States,3.06842046,0.85251943,-1638000000,1.07,0.8991746,8183000000,27.3689,2.71E+11,0.12449652,242000000,46.4114626,19905000000,5263000000,Apparel/Footwear,44493000000,51.4564822,-2380000000,5727000000,13.31189849,16.05886669,16.7700374,17.9514,50.7906,4.73541996,4.90781453,2.33386022,16.72881103,48.2631826,24.61593711,606998.6357,1235783108,38917000000,27177000000,12723000000,24973000000,23993000000,44493000000,1581290000
PM,Philip Morris International Inc,102.51,1.42475512,1.44,12861313,1318413196,1.59E+11,17.6013183,5.8323,69600,Consumer Non-Durables,21.15589174,United States,0.92012464,-3.45297271,-7580000000,4.9,4.876146,13755000000,12.4058,1.74E+11,0,6680000000,67.69603777,21220000000,5227000000,Tobacco,31346000000,71.92785912,23842000000,9083000000,28.97977413,40.69737766,,,40.6994,5.09330632,5.09984878,0.46725526,21.09981999,,58.34484087,450373.5632,,41290000000,17717000000,28342000000,49498000000,49498000000,31346000000,1549830000
COP,ConocoPhillips,96.9,2.15053763,2.04,36737441,3559858033,1.26E+11,16.15662234,6.0886,9900,Energy Minerals,74.21790723,United States,1.33516346,0.45370656,-2359000000,1.75,1.8767849,19626000000,5.61367,1.10E+11,1.04364326,0,31.97628973,14727000000,5149000000,Oil & Gas Production,46056000000,67.22983086,14975000000,8079000000,17.54168838,26.86729199,2.81178426,2.07012,10.2938,2.81166569,2.82725213,1.23467266,10.54156147,21.4709986,14.71893019,4652121.212,1298138203,90661000000,16050000000,20601000000,45255000000,45255000000,46056000000,1299530000
GILD,"Gilead Sciences, Inc.",61.535,1.87913907,1.135,33243252,2045623512,77157921353,12.41032708,4.9572,14400,Health Technology,-2.68068955,United States,1.27235142,1.29533802,-3605000000,2.84,4.768125,12748000000,9.05386,1.12E+11,-0.7615894,8332000000,77.76925325,20771000000,5131000000,Biotechnology,27372000000,58.42443947,19880000000,6225000000,22.74221833,39.0837352,3.64492567,4.32165,12.7269,2.82350139,2.82350139,1.1329888,9.13031043,31.70278322,13.21768303,1900833.333,1252924505,67952000000,14772000000,27285000000,46888000000,46888000000,27372000000,1253890000
AMGN,Amgen Inc.,232.51,2.66248675,6.03,10009317,2327266296,1.30E+11,22.18265097,10.3642,24200,Health Technology,4.77671128,United States,1.59102101,5.07149254,-4013000000,7.04,3.3947241,12550000000,12.2852,1.53E+11,-0.52984811,14890000000,75.16450533,19533000000,5112000000,Biotechnology,25987000000,49.62494531,25942000000,5893000000,22.67672298,35.2176088,19.04802379,18.7464,29.5119,4.9699215,5.04029207,1.25566316,9.49618493,73.16406977,14.19025489,1073842.975,555962289.5,61165000000,19385000000,33979000000,54465000000,54465000000,25987000000,557029000
NVDA,NVIDIA Corporation,236.8456,-2.87242157,-7.0044,108298034,25649912842,5.92E+11,62.99417395,3.9073,,Electronic Technology,91.46387502,United States,6.65028835,0.43916278,-399000000,0.16,0.06606111,11852000000,47.9902,5.72E+11,-0.38548288,4349000000,65.24485398,17819000000,5085000000,Semiconductors,26914000000,53.09192436,-9521000000,9752000000,36.23764583,39.67451884,,,74.8731,22.90254143,22.81255109,6.04936563,26.72860314,44.83622572,31.56821492,,2399832500,44187000000,28829000000,11687000000,17575000000,17575000000,26914000000,2500000000
CRM,Salesforce.com Inc,205.55,-2.3654586,-4.98,32887783,6760083796,2.02E+11,140.1478817,1.5318,,Technology Services,0.1071446,United States,1.04874243,0.24050851,,,,4838000000,58.9279,,1.36322614,47937000000,66.99003473,18739000000,5076000000,Packaged Software,26492000000,64.31201454,3444000000,1444000000,5.4507021,2.068549,,,37.2422,7.83045976,7.73516005,,1.78812457,2.89889986,2.43657563,,952122670,95209000000,22850000000,13981000000,37078000000,37078000000,26492000000,985000000
ACN,Accenture plc,319.72,1.17081197,3.7,6035905,1929799547,2.10E+11,33.11728845,9.7728,624000,Technology Services,29.44129555,Ireland,1.22253436,0.16606976,-2233466000,3.52,1.218861,10198576000,21.824,2.29E+11,0.31010696,12395904000,32.55177123,16466804000,4944523000,Information Technology Services,50533389000,64.21221856,-2166807000,5906809000,11.53326602,15.39864156,10.30299872,11.0994,35.2812,3.82047169,4.06883903,1.22253436,15.12649748,32.39731101,28.37925602,80982.99519,656710867.5,43674743000,18621652000,3477278000,23078729000,22736085000,50533389000,658333000
DHR,Danaher Corporation,277.21,1.02037098,2.8,5379718,1491311627,1.98E+11,31.87560964,8.7731,80000,Health Technology,29.28967865,United States,1.43095823,0.51512938,-742000000,0.84,0.36429873,10218000000,25.9623,2.67E+11,0,41184000000,60.95134621,17952000000,4943000000,Medical Specialties,29453000000,53.48791645,20686000000,6433000000,21.54958748,27.33168098,4.68430034,5.61451,38.3446,6.88183886,6.86692697,1.09103194,7.9663623,14.94589853,9.76701957,368162.5,642968576,83184000000,11648000000,23272000000,38007000000,38007000000,29453000000,715353000
TMO,Thermo Fisher Scientific Inc,556.03,2.21139706,12.03,4009267,2229272730,2.18E+11,28.5951407,19.6184,130000,Health Technology,25.95252118,United States,1.4969485,0.88681455,-395000000,1.04,0.21565281,12945000000,22.886,2.98E+11,0.11397059,41924000000,49.25658616,19634000000,4930000000,Medical Specialties,39211000000,57.99040029,31849000000,7725000000,19.70110428,26.40330519,5.3804119,6.45166,41.4286,5.648086,5.63389483,1.12101816,9.41068981,20.51792829,12.01689365,301623.0769,390386144.5,95123000000,20113000000,36339000000,54146000000,54146000000,39211000000,391192000
FDX,FedEx Corporation,222.15,-0.05398839,-0.12,6004858,1333979205,58862936623,12.07423521,18.4319,289000,Transportation,-11.24650419,United States,1.49431,1.47670409,-686000000,2.6,1.368301,9898000000,10.0052,91735200000,-0.55338102,6702000000,20.95047378,17789000000,4872000000,Air Freight/Couriers,83794000000,48.93320412,29996000000,5220000000,5.48737512,6.7135042,2.42536003,2.44751,23.6659,0.6573551,0.70123159,1.45152694,5.9309686,21.33582723,8.41698842,289944.6367,243866073.9,84247000000,20747000000,36829000000,58609000000,59307000000,83794000000,264969000
TSLA,"Tesla, Inc.",844.02,-3.03413256,-26.41,65162517,54998467598,8.72E+11,179.8336331,5.5398,99290,Consumer Durables,35.81681256,United States,1.37528546,0.28094228,0,0,,9407000000,125.787,1.19E+12,-0.08616431,200000000,25.27915575,13606000000,4847000000,Motor Vehicles,53823000000,50.69239508,-9179000000,5524000000,10.25398064,12.06918975,30.10786464,36.1606,239.435,18.55480278,18.45671572,1.08312611,9.65881746,21.05925898,15.71961605,542078.7592,837986444.2,62131000000,27100000000,8873000000,30548000000,30548000000,53823000000,1033510000
BX,Blackstone Inc.,126.51,-0.75311838,-0.96,9676002,1224111013,1.51E+11,15.99322051,8.1467,3795,Finance,88.59570662,United States,,0.40146308,-4602574000,3.57,3.1178007,13808917000,8.01281,1.13E+11,-0.7452734,1890202000,99.32292146,12453559000,4693104000,Investment Managers,12591006000,78.31063374,6514444000,5857397000,46.52048454,109.0781944,16.59012008,16.4844,,7.5154571,7.44775144,,17.36408419,72.87614707,38.05409474,3317788.142,695559932.8,41196408000,,8714176000,19490362000,19490362000,12591006000,1196530811
AMX/A,AMERICA MOVIL SAB DE CV,19.5,5.40540541,1,11451,223294.5,59867165974,,0.06195083,,Communications,40.28776978,Mexico,0.76402448,1.44785685,,,2.1574972,16987580674,5.60065,91334019000,0.21621622,6650255976,38.9148476,17132231508,4680567192,Wireless Telecommunications,41657710220,26.99237719,24648864240,3443108704,8.49184292,18.93042262,2.62070968,2.97692,,1.22852421,,0.71823239,5.03181124,23.53765297,9.45670673,,498403090.9,82162247804,19648098456,32263465276,59878646156,59878646156,41657710220,64363529460
ACI,"Albertsons Companies, Inc.",35.23,20.85763293,6.08,11057592,389558966.2,17020252798,18.62265689,1.8165,300000,Retail Trade,96.48633575,United States,1.12310352,6.8086727,-159700000,0.2,1.5004689,3938500000,4.0901,33508100000,4.18524871,1201000000,27.41142755,19047600000,4478300000,Food Retail,69690400000,49.32633277,13009200000,850200000,1.45185114,2.39669986,11.24626472,7.22815,2.81333,0.26137956,0.21370842,0.49706482,3.76110028,55.36983774,6.00333617,232301.3333,92984272.11,27936100000,8379700000,15732800000,28061700000,25625400000,69690400000,483118000
MO,"Altria Group, Inc.",53.085,3.49970755,1.795,30148536,1600435034,96783282384,39.65310107,1.3361,6000,Consumer Non-Durables,19.93899684,United States,0.709057,-17.46201743,-6446000000,3.52,6.8168907,16266000000,9.2623,1.10E+11,-0.05849093,5177000000,86.50466581,13992000000,4385000000,Tobacco,21111000000,55.8788868,23500000000,2464000000,11.67164038,75.89408365,,,48.8461,4.58282033,4.61534034,0.56987994,5.66847257,399.675588,8.77758581,3518500,1820904671,39523000000,6083000000,28044000000,41129000000,41129000000,21111000000,1823180000
F,Ford Motor Company,17.535,-0.14236902,-0.025,308351194,5406938187,70214482862,4.08181675,4.49,183000,Consumer Durables,46.98239732,United States,1.20136233,2.86876311,-403000000,0.1,2.2099447,10993000000,15.6816,1.74E+11,-0.85421412,619000000,12.43059681,24548000000,4348000000,Motor Vehicles,1.36E+11,76.54516277,89892000000,17937000000,13.15598389,3.69147945,1.53733777,1.76412,9.14996,0.53832303,0.53553517,1.06838097,6.84231808,45.29030792,12.81264621,745032.7869,3924195844,2.57E+11,1.09E+11,1.39E+11,2.08E+11,2.08E+11,1.36E+11,4004252076
EL,"Estee Lauder Companies, Inc. (The)",292.82,-1.18449026,-3.51,4049509,1185777225,1.05E+11,32.95865341,8.987,62000,Consumer Non-Durables,2.67540938,United States,1.72769872,1.12182741,-753000000,2.07,0.8226222,4346000000,31.3475,1.40E+11,-0.45219856,2572000000,76.43914242,12433000000,4319000000,Household/Personal Care,16251000000,65.43424468,3353000000,2870000000,18.31073097,20.66850487,17.42501569,21.3898,52.2611,6.00869394,6.61019937,1.27438389,15.61682624,55.91545665,24.88433449,262112.9032,231281171.2,22078000000,9955000000,7956000000,15023000000,14986000000,16251000000,358666029
SCHW,Charles Schwab Corporation (The),80.48,-4.71228984,-3.98,27755121,2233732138,1.52E+11,28.95519219,2.8403,33400,Finance,24.25505635,United States,,0.43904303,-1822000000,0.72,0.9778756,9270000000,9.64754,90785200000,-1.53919015,11952000000,88.20277953,16755000000,4244000000,Investment Banks/Brokers,18996000000,76.1689919,-79127000000,5855000000,30.82227837,42.6721415,3.20465739,3.29436,57.429,8.19133607,8.16980259,,0.96277252,10.42547698,8.15340375,568742.515,1682445764,6.67E+11,,24701000000,6.11E+11,6.11E+11,18996000000,1808710000
BLK,"BlackRock, Inc.",740.41,-0.4678111,-3.48,2246453,1663296266,1.13E+11,19.31258259,38.7706,18400,Finance,8.3722428,United States,,0.23958039,-2547000000,16.52,2.644843,8869000000,15.8631,1.43E+11,-0.47587681,15351000000,79.92172793,16133000000,4148000000,Investment Managers,20186000000,58.16866236,-5000000,5901000000,29.23313187,41.26127019,2.97002685,3.6844,77.334,5.65117213,5.64532803,,3.580378,16.17244025,13.28859514,1097065.217,142293371,1.53E+11,,9318000000,1.14E+11,1.14E+11,20186000000,152042000
AVGO,Broadcom Inc.,580.21,-1.23076399,-7.23,5963466,3460062608,2.38E+11,39.04835549,15.6985,20000,Electronic Technology,30.79871052,United States,2.64066231,1.61162912,-6212000000,14.4,2.7996857,14745000000,17.3637,2.57E+11,-0.4511099,43450000000,54.23679417,14885000000,4147000000,Semiconductors,27450000000,59.80638192,28110000000,6736000000,24.53916211,31.70856102,9.69181684,8.79656,32.0842,9.17615301,9.15481311,2.43416653,8.89223316,27.55573737,10.39891318,1372500,400267679.4,75570000000,16586000000,40273000000,50581000000,50581000000,27450000000,409613000
GM,General Motors Company,44.805,-4.09888699,-1.915,52691213,2360829798,65102621710,6.90889565,6.7824,157000,Consumer Durables,-13.5539263,United States,1.1034163,1.68039201,-186000000,0,,21371000000,7.95039,1.71E+11,-1.49828767,1914000000,14.07672199,25778000000,3998000000,Motor Vehicles,1.27E+11,55.07848745,78984000000,10019000000,7.88872791,7.34150106,1.16296207,1.47203,,0.53685742,0.53539857,0.92886518,4.17534881,19.12497375,7.84588578,808942.6752,1379895315,2.45E+11,82103000000,1.11E+11,1.79E+11,1.79E+11,1.27E+11,1453020000
MMM,3M Company,148.46,-0.12781702,-0.19,9618278,1427929552,84896186606,14.55606091,10.2239,95000,Producer Manufacturing,-16.4217756,United States,1.70481461,1.21168221,-3420000000,5.92,4.0483627,9446000000,12.3648,1.17E+11,-0.04709048,13486000000,47.00042427,16612000000,3921000000,Industrial Conglomerates,35355000000,29.08677355,13552000000,5921000000,16.74727761,21.30108895,5.59531456,6.75109,42.7671,2.4147328,2.43721867,1.15307139,12.5423657,42.42467667,18.69474615,372157.8947,571190237.5,47072000000,15403000000,18317000000,31955000000,31955000000,35355000000,571845000
REGN,"Regeneron Pharmaceuticals, Inc.",611.96,-1.0349958,-6.4,1273464,779309029.4,66421701191,8.55803487,76.4518,10368,Health Technology,36.17873515,United States,3.56386523,0.14383978,0,0,,9233000000,7.34989,68493100000,-0.48030274,0,83.05281955,13348000000,3894600000,Biotechnology,16071700000,67.54214044,-2995000000,8075300000,50.24546252,55.66803761,3.57178942,3.65662,10.8519,4.34488474,4.30650236,3.06766688,37.91389757,54.20737663,46.85434786,1550125.386,103755484.7,25434800000,14014900000,2699700000,6666000000,6666000000,16071700000,108539283
TJX,"TJX Companies, Inc. (The)",65.9,-0.30257186,-0.2,17591332,1159268779,78610691009,24.46351931,,,Retail Trade,5.35571543,United States,1.26657178,2.08345827,-1251800000,1.04,1.5728977,5583442000,14.9205,92268100000,0.09077156,96700000,29.76127365,13836170000,3759853000,Apparel/Footwear Retail,48549982000,52.38349207,6280200000,3282815000,6.76172238,9.71255149,,,97.4931,1.64060736,1.65550786,0.69707015,11.07654814,55.47317755,18.31814496,,1190936798,28461500000,13258600000,12507000000,22458500000,22458500000,48549982000,1192880000
CAT,"Caterpillar, Inc.",196.22,4.60603476,8.64,13615198,2671574152,1.05E+11,16.26045773,11.9358,107700,Producer Manufacturing,-7.77835221,United States,1.45592522,2.32689513,-2332000000,4.28,2.3051763,9320000000,15.2322,1.41E+11,0.10129012,6324000000,29.5426016,14307000000,3718000000,Trucks/Construction/Farm Machinery,50984000000,58.95321598,29177000000,6489000000,12.72752236,13.66703279,6.26167094,6.72103,47.3671,2.04986243,2.07215175,0.98559319,8.05501592,40.79207921,15.30641128,473389.0436,534561677.2,82793000000,43455000000,38431000000,66277000000,66277000000,50984000000,535888000
MU,"Micron Technology, Inc.",89.61,0.84402431,0.75,64590443,5787949597,1.00E+11,14.41327319,6.569,43000,Electronic Technology,6.26111704,United States,3.10058354,0.16561384,0,0.1,0.42872453,14955000000,6.32541,91677400000,-0.33760972,1228000000,41.2708059,10396000000,3565000000,Semiconductors,27705000000,50.45914887,-1977000000,5861000000,24.86241939,28.89023937,2.37640709,2.02199,34.6278,3.55950572,3.84245804,2.35933661,12.81397635,17.16250073,14.70931916,644302.3256,1114303156,61246000000,20191000000,7603000000,14108000000,14571000000,27705000000,1119780000
ADBE,Adobe Inc.,457.8,-2.11255559,-9.88,8085263,3701433401,2.16E+11,47.02676807,10.0985,25988,Technology Services,4.26820936,United States,1.22100404,0.31580726,0,0,,6627000000,44.1497,2.95E+11,0.06842285,12668000000,87.10922668,13764000000,3553000000,Packaged Software,15801000000,43.31392027,-1125000000,4822000000,30.51512467,36.8244526,15.12539653,19.7913,43.0908,14.3125174,14.34324283,1.22100404,18.71712761,34.36798403,25.88784796,608011.3899,469672161.7,27241000000,8464000000,4673000000,12444000000,12444000000,15801000000,471700000
JLL,Jones Lang LaSalle Incorporated,237.58,-3.50905694,-8.64,1129975,268459460.5,11990284965,13.33218184,18.9425,98200,Finance,36.56377536,United States,,0.42552794,0,0,,1465400000,10.4527,16012600000,0.29242141,4611600000,55.56661723,10828100000,3546400000,Real Estate Development,19473700000,79.1970589,1873200000,961600000,4.93464773,5.78958982,1.99776267,2.17845,16.1112,0.65428692,0.66045677,,6.44903845,16.42960267,13.3337031,198306.5173,50077370.84,15505000000,,2732400000,9083800000,9083800000,19473700000,50468400
NUE,Nucor Corporation,137.55,4.50539432,5.93,9695302,1333588790,37413598511,5.90106596,23.4388,28800,Non-Energy Minerals,127.7317881,United States,2.48177856,0.39575812,-483469000,1.715,1.4491704,10194062000,3.63725,35830500000,1.02567999,2827344000,30.24922282,11054377000,3530741000,Steel,36483939000,77.51780467,3161707000,6795150000,18.62717729,25.5715234,2.6822584,2.21853,8.11828,1.06312968,1.10982408,1.31623645,29.58065238,54.79470434,38.62623071,1266803.438,270297552,25823072000,12799557000,5779570000,11219278000,11219278000,36483939000,272000000
RTX,Raytheon Technologies Corporation,100.0036,-2.6255112,-2.6964,30502616,3050371409,1.49E+11,39.32851845,2.5736,174000,Electronic Technology,34.37731793,United States,1.18621118,0.44917603,-2957000000,2.005,2.0250149,9224000000,17.3613,1.56E+11,0.06815969,54436000000,19.41733996,12497000000,3435000000,Aerospace & Defense,64360000000,65.21311165,25721000000,3864000000,6.05500311,7.25139838,2.05880868,1.7588,65.5664,2.34819994,2.36119158,0.92730401,2.40884914,5.36662283,3.69809781,369885.0575,1490566066,1.61E+11,42050000000,33553000000,86705000000,86705000000,64360000000,1492330000
BAM,Brookfield Asset Management Inc.,54,-1.17130307,-0.64,3751274,202568796,84687167852,23.03151663,2.49339428,,Finance,32.19094247,Canada,,1.30570502,,0.51363226,1.0324748,24407080485,13.4735,3.54E+11,-0.23792094,20199620531,18.69495972,14699511033,3426423414,Investment Managers,78136375911,80.43133041,1.63E+11,3931103220,5.03887587,23.07368517,,,,1.143484,1.1123438,,1.0687942,9.55623476,1.98070986,,1487914433,3.90E+11,,1.76E+11,2.56E+11,2.56E+11,78136375911,1568285120
